"","Name","Prop.p"
"1","Unk_1",12.8752333333333
"2","Unk_2",12.7275666666667
"3","Unk_3",15.8219666666667
"4","Unk_4",15.1205666666667
"5","Unk_5",17.5379666666667
"6","Unk_6",17.6129333333333
"7","Unk_7",19.9268666666667
"8","Unk_8",21.4051333333333
"9","Unk_9",21.9928666666667
